tweets_record.userid,tweets_record.lang,tweets_record.friendscount,tweets_record.location,tweets_record.followerscount,tweets_record.deviceused,tweets_record.retweetcount,tweets_record.issensitive,tweets_record.isretweet,tweets_record.isretweeted,tweets_record.postdate,tweets_record.text
1192657587499667456,pt,166,𝘤𝘭𝘢𝘳𝘺 𝘧𝘳𝘢𝘺 ♡,156,Twitter for Android,0,False,False,False,Sun Jun 14 15:15:13 CDT 2020,"ficar um tempo sem aparecer pra esfriar a cabeça, espero que isso passe

enfim, nao quero dizer o que é pq nao me sinto confortável mas vai toma no cu vc que fez isso meu sincero vai se foder

é isso, perdão."
161237285,en,94,maryborough victoria,11,Twitter for Android,0,False,False,False,Sun Jun 14 15:15:13 CDT 2020,Oh my God they will have a token black person not because they deserve to be there just because they are black
531162901,tr,584,İstanbul / TÜRKİYE,288,Twitter for iPhone,0,False,True,False,Sun Jun 14 15:15:13 CDT 2020,"RT @caglaryu: Transfer söylentisi çıkarttırıp rakip santrforu yedek bıraktırmak da işe yaramadı ! 
Bırakın artık bu ayak oyunlarını !"
1140228707627483136,ru,96,null,268,Twitter for Android,0,False,False,False,Sun Jun 14 15:15:13 CDT 2020,@cringekau мне каждый раз хуево с того видоса где у мужика на улице спросили про права женщин а он сказал что убил бы за любую хуйню которая ему не понравится
404865925,en,1077,"Lagos,Nigeria",714,Twitter for iPhone,0,False,False,False,Sun Jun 14 15:15:13 CDT 2020,@mz_towseen This thing Dey hard o
1877929166,es,164,Alcorcón,142,Twitter for Android,0,False,False,False,Sun Jun 14 15:15:13 CDT 2020,@Gol @RealSociedad @CAOsasuna Portu #RealSociedadOsasunaEnGol
1226638261134688256,en,229,Namjoons dimple ,212,Twitter for iPhone,0,False,True,False,Sun Jun 14 15:15:13 CDT 2020,RT @taestarrr: Yoongi did all these in 2020 https://t.co/pWZdBUl21r
1250005175084781573,en,94,Colombo,91,Twitter for Android,0,False,False,False,Sun Jun 14 15:15:13 CDT 2020,"@Rauff_Hakeem Where would i be bale to grab a copy of it Hon. @Rauff_Hakeem? A copy for Me, and My Mother, Mrs. Varitha Majumudeen from Siddi Lebbe Kandy, and Gampola Zahira"
1831943294,en,2708,finding paradiso,2968,Twitter for Android,0,False,True,False,Sun Jun 14 15:15:13 CDT 2020,RT @Noafuro: WHO’S NEXT ! https://t.co/3WA89C2HFg
938277917657784320,en,792,"California, USA",2916,Twitter for iPhone,0,False,False,False,Sun Jun 14 15:15:13 CDT 2020,Just end it all
3184674039,es,197,"Lisboa, Portugal",950,Twitter for Android,0,False,True,False,Sun Jun 14 15:15:13 CDT 2020,RT @malugaspar: Weintraub de saída 👇 https://t.co/MCJ45XVaWn
193370443,en,2646,South Africa,5082,Twitter for Android,0,False,False,False,Sun Jun 14 15:15:13 CDT 2020,I hate this app 😭😭🤣🤣
1129575231574511616,en,160,Ḩ̶̳̰̭̳͔͕̈̔̓̀͒̀͑̍͆͝ͅe̷̛̬̓͋͒ll,18,Twitter for iPhone,0,False,False,False,Sun Jun 14 15:15:12 CDT 2020,@rverries Fear me rawr https://t.co/obp9EiKBaX
327904337,nl,0,null,443,Tafeltennis.nu,0,False,False,False,Sun Jun 14 15:15:12 CDT 2020,Van 10 t/m 24 augustus open zomerstages in Den Haag #ttnu #ttactua #tafeltennis https://t.co/6CEUnj0RPY https://t.co/tMjAs5i9qi
1405542152,und,3073,CLE,2812,Twitter for iPhone,0,False,False,False,Sun Jun 14 15:15:12 CDT 2020,🤪🤩
1235559354784337921,en,6,null,0,Twitter Web App,0,False,False,False,Sun Jun 14 15:15:12 CDT 2020,"How to stream Charles Schwab Challenge Round 4 online.
Viewers who choose to watch the tournament online

LIvE>>Golf Channel TV-PGA Tour stream-PGA Tour golf 
stream~-PGA Tour golf live stream-charles schwab challenge gofl 

.

GO Live 🔴-> https://t.co/raa6AVSuuU
. https://t.co/t8bSIKwgwK"
1262908300963844097,en,115,she/her • 23,87,Twitter for iPhone,0,False,False,False,Sun Jun 14 15:15:12 CDT 2020,still available!! ✨✨ #acnh #acnhtrade #acnhtrades #AnimalCrossingNewHorizons https://t.co/sxpnJModuv
3171953541,und,253,United States,271,Twitter for iPhone,0,False,False,False,Sun Jun 14 15:15:12 CDT 2020,#blm https://t.co/0AdZmfJ1Si
1232102363550404608,is,393,indio mato e onça,93,Twitter for Android,0,False,False,False,Sun Jun 14 15:15:13 CDT 2020,KKKKKKKKKKKKKKJKKSKSKKSSKSKKKKKK C0M0 É B4M SE7VI4 J3SU5
1181237956289286145,en,1206,null,431,Twitter for iPad,0,False,False,False,Sun Jun 14 15:15:13 CDT 2020,"@SaveryMarilyn @3YearLetterman @AOC Yes, she is only a memeber of the House of Commons. A much less respected position in Washington. Thank God."
1142870946333822976,tr,286,null,181,Twitter for Android,0,False,False,False,Sun Jun 14 15:15:48 CDT 2020,Yüzde yüz penaltı Saracchi adamın arkadan ayağına vurup dengesini bozdu hala.aglamayin
758368381804351488,pt,1226,"São João de Meriti, Brasil",1328,Twitter for Android,0,False,True,False,Sun Jun 14 15:15:48 CDT 2020,RT @Jmadeira1: @AlanaMagalhaesL Verdade 🙌🏽❤️
1123316950011195392,pt,379,Sumaré,394,Twitter for Android,0,False,False,False,Sun Jun 14 15:15:48 CDT 2020,mano FODASE
1178198672019984386,tr,249,null,287,Twitter for Android,0,False,False,False,Sun Jun 14 15:15:48 CDT 2020,"Eğer sonsuzu bir fiyat karşılığında alabilseydim, onu iki kez alırdım"
1223833379436728321,und,675,Queendom,722,Twitter for iPhone,0,False,True,False,Sun Jun 14 15:15:48 CDT 2020,RT @DYLONIPIN: @GameOfMinajesty @NICKIMINAJ @NICKIMINAJ
970473529794859009,pt,242,"Itanhandu, Brasil",307,Twitter for Android,0,False,False,False,Sun Jun 14 15:15:48 CDT 2020,"@leonardabonip KKKKKKKKKKKKKK paraaaa, amo ouvir vc cantar na banda raios do luar"
1122158317038649344,ar,378,فالهالا ,275,Twitter for Android,0,False,False,False,Sun Jun 14 15:15:48 CDT 2020,@TheWolfMajed ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه
4594910479,und,1465,null,1771,Twitter for Android,0,False,False,False,Sun Jun 14 15:15:48 CDT 2020,"@Ak_Sevda_14 #CHPDemekKüfürDemek 
#CananınTrolü !"
867812702,ja,77,日本  大阪,138,Twitter for iPhone,0,False,False,False,Sun Jun 14 15:15:48 CDT 2020,@EBIZO_DES おはようございます🤗
559867616,en,846,United Kingdom,311,Twitter for Android,0,False,False,False,Sun Jun 14 15:15:48 CDT 2020,I actually can't fucking wait for football in a weeks time.
1064991857355223042,und,95,null,136,Twitter for iPhone,0,False,True,False,Sun Jun 14 15:15:48 CDT 2020,RT @tmbIrpics: 🍓 https://t.co/L9SDCQnAdO
841051538781028352,en,524,United Kingdom,589,Twitter for Android,0,False,True,False,Sun Jun 14 15:15:48 CDT 2020,"RT @BelladeBourbon: I am in the South of France , all the news channels are absolutely tearing Trump apart, practically calling him Le prés…"
935545845793083394,es,661,"España, es grande",661,Twitter for Android,0,False,False,False,Sun Jun 14 15:15:48 CDT 2020,@angelitu9 Igualmente muchas gracias feliz noche!
1069681865286668290,und,286,null,34,Twitter for Android,0,False,True,False,Sun Jun 14 15:15:48 CDT 2020,RT @rock69roku69: ✨S6e5✨ https://t.co/sDHWHZihiy
2809161332,th,983,null,452,Twitter for Android,0,False,True,False,Sun Jun 14 15:15:48 CDT 2020,RT @KwansriR: ชาเลมอน แช่เย็นๆต้อนรับแขกผู้มาเยือน ต้มน้ำประมาณ2.5ลิตรให้เดือด ใส่ชา3ซองลงไป ต้มจนมีกลิ่น ลดไฟลงให้เดือดอ่อนๆ ใส่น้ำตาลลงไป…
85378980,en,1946,Your Local Repository ,1692,Twitter for Android,0,False,True,False,Sun Jun 14 15:15:48 CDT 2020,RT @MalaikaJabali: I’ll never forget working on a 2009 campaign to end the racist Rockefeller Drug Laws. A legislator told me straight up h…
4053735675,tr,41,null,1,Twitter Web App,0,False,False,False,Sun Jun 14 15:15:48 CDT 2020,@ugurdgn3535 @cerenizm61 @ChristiaKertt @sporx Kardeş bizi şampiyon yapın 6 senedir hasret kaldık kimse kazanmasın o maçı
991792735060414466,en,1692,null,1066,Twitter for Android,0,False,True,False,Sun Jun 14 15:15:48 CDT 2020,RT @chartdata: .@ladygaga’s 'Chromatica' has returned to #1 on US iTunes.
2988137306,tl,146,null,966,Twitter for Android,0,False,False,False,Sun Jun 14 15:15:48 CDT 2020,@allahkitapwesli @YunusEmreUNAL AHAHAHAHAAAHAHAHAHHAHAHAHAHAHAHAHAHAHAHAHHHAHAHAHAHAHAHAHAHA
1017409859002646529,en,4990,São Gonçalo RJ,1315,Twitter for Android,0,False,True,False,Sun Jun 14 15:15:48 CDT 2020,"RT @1_Shemale: Follow 🤩 @1_Shemale 🤩
@izmirtransbulma
@Kralice_Basak_
@IrgonIraqen
@Maddietrans
@cucktslover
@TS_PlayAround
@PopTranny
@Mir…"
1245301727592620032,tr,1916,uzaklarda bir yerde 🌼,2445,Twitter for Android,0,False,False,False,Sun Jun 14 15:15:48 CDT 2020,@yunusabiniz @fjfkflflldldkdk Sadece elifim görecek size yok göstermek 😂
549538864,de,379,Edge of Sanity,257,Twitter Web App,0,False,True,False,Sun Jun 14 15:15:48 CDT 2020,"RT @jeangleur: Ich war 5 Mal vor Gericht - wegen Torte auf Nazi, Besetzungen etc, meist war Staatsschutz involviert. Ich bin freigesprochen…"
1040690712336105472,en,168,null,199,Twitter for iPhone,0,False,True,False,Sun Jun 14 15:15:48 CDT 2020,"RT @h1bbahx_: they should’ve had more birthdays.
#AllBirthdaysMatter https://t.co/WUPVygiZrI"
759460422223290368,en,569,null,738,Twitter for Android,0,False,True,False,Sun Jun 14 15:15:48 CDT 2020,"RT @ScottPresler: @parscale Please make sure they are all registered to vote at their current addresses. 

I can help."
1905829928,en,1622,"Florida, USA",1225,Twitter for iPhone,0,False,True,False,Sun Jun 14 15:15:48 CDT 2020,RT @jat1020: Happy Birthday @realDonaldTrump https://t.co/A5sPvWIdHU
366865957,es,279,"Cuernavaca, Morelos",43,Twitter for Android,0,False,True,False,Sun Jun 14 15:15:48 CDT 2020,"RT @CAJADEVERDADES: En tiempos de aislamiento te das cuenta a quien verdaderamente necesitas, quienes son pasajeros y quienes no te importa…"
47355151,en,359,"San Francisco, CA",188,Twitter for iPhone,0,False,False,False,Sun Jun 14 15:15:48 CDT 2020,@ohpeadotgigi Ooo I’ll have to give that a shot but I might need more pillows than I currently have. Sigh.
1147901773102927873,es,523,null,566,Twitter Web App,0,False,True,False,Sun Jun 14 15:15:48 CDT 2020,RT @cvrydice: igual si el “no me integro” es pasarte 1 sola vez por la tl y dejar que se muera el pj pues quién es el que no se quiso integ…
1058850532641722368,es,170,Colombia,239,Twitter for Android,0,False,True,False,Sun Jun 14 15:15:48 CDT 2020,RT @Castillo_Garzon: Yo respetando la cuarentena mientras todos están saliendo a tomar con sus amigos 🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡 https://t.co/X5ZJQPOf1i
1251480321867919362,ja,60,来世はかるちとあこさんの妹🐰🦇,16,Twitter for iPhone,0,False,False,False,Sun Jun 14 15:15:48 CDT 2020,@Mintoish おはようございます！( 'д'⊂ 彡☆))Д´) ﾊﾟｰﾝ
139728365,tr,182,null,455,Twitter for iPhone,0,False,False,False,Sun Jun 14 15:15:48 CDT 2020,Dün Beşiktaşla dalga geçenler vardı :) hak yerini buldu geçmiş olsun Gs
1103769438699089922,en,225,null,153,Twitter for iPhone,0,False,True,False,Sun Jun 14 15:15:48 CDT 2020,RT @RealJamesWoods: Simple fact: you will never see a #Republican doing this. Not one. https://t.co/Ls20ELGkl0
1188004154557587457,en,770,Middle England,1395,Twitter for iPhone,0,False,False,False,Sun Jun 14 15:15:48 CDT 2020,"@horizon_s_verge Thanks lovely. I think I’ll be the one causing trouble, but I’ll come here for a good talking to afterwards. 💖"
84384339,en,1011,"North East, England",205,Twitter for Android,0,False,True,False,Sun Jun 14 15:15:48 CDT 2020,"RT @DefundBBC: The BBC, that we’re forced to pay for with threat of imprisonment if we watch ANY live TV, has turned into a campaigning gro…"
3219680120,en,4889,"Minnesota, USA",3173,Twitter Web App,0,False,True,False,Sun Jun 14 15:15:48 CDT 2020,RT @AJENews: District Attorney says decision on whether to charge officer in Rayshard Brooks fatal shooting will be made this week. Live up…
3214213510,en,193,"Jeffersonville, IN",236,Twitter for iPhone,0,False,True,False,Sun Jun 14 15:15:48 CDT 2020,RT @tank_texasboy99: At first You had my curiosity.....but now you have my attention
208457337,en,1368,ᵇᵗˢ🇪🇸**ESPAÑA**🇪🇦ᵇᵗˢ,1114,Twitter for Android,0,False,True,False,Sun Jun 14 15:15:48 CDT 2020,RT @parkjiminpics: this PART? and then jimin took out a dumpling! https://t.co/1o1oSafj76
317018646,tr,197,TÜRKİYE/İSTANBUL,83,Twitter for iPhone,0,False,False,False,Sun Jun 14 15:15:48 CDT 2020,@BelediyeMedyasi @enveryan @ekrem_imamoglu Ama siz başkanın geçen sene söylediği birşey için eleştiriyorsunuz.üzerinden 1 yıl geçmiş 😀😀😀😀😀
1179819401903792129,en,300,she/her,216,Twitter for Android,0,False,False,False,Sun Jun 14 15:15:48 CDT 2020,@jodiecmxr Okay i am DEFINITELY in love now 🥺🥺🥺
7526982,en,429,six feet under,4483,WordPress.com,0,False,False,False,Sun Jun 14 15:15:48 CDT 2020,THE CONFESSIONS OF SAINT CHRISTOPHER: WEREWOLF Chapter 26 https://t.co/3X0ONRNac3
1203837360573689864,ar,334,ELSHARKIA||ELMOKATTAM,355,Twitter for Android,0,False,False,False,Sun Jun 14 15:15:48 CDT 2020,"@Dr_Ta7a1 يقلبي والله انت حبيبي❤تسلم يقلبي والله ع الكلام الجميل ده و ان شاء الله نتقابل احنا مش بعيدين عن بعض😅 وانت طيب يقلبي و ان شاء الله انزل تويتات كلها فرحه يارب❤
تسلملي يلرب ع الكلام الجميل ده ❤"
70425602,en,814,null,650,Twitter for Android,0,False,True,False,Sun Jun 14 15:15:48 CDT 2020,RT @JennaEllisEsq: That’s when he totally lost the debate.
2269557301,en,2350, France 29y  -US 21y-  JPN 27y,2157,Twitter for iPhone,0,False,False,False,Sun Jun 14 15:15:48 CDT 2020,"Pandemic leads to a bicycle boom, and shortage, around world (from @AP). lol https://t.co/21DPZIcG7L"
814613104956940288,en,365,"Woodlyn, PA",47,Twitter for iPhone,0,False,True,False,Sun Jun 14 15:15:48 CDT 2020,"RT @essencesays: 1st annual #NationalObamaDay! 
Celebrating great leadership and black excellence. Thank you POTUS44 https://t.co/pKiRXALZb5"
369454579,en,760,"UK - Cis Male, Bi, White, 25",432,TweetDeck,0,False,True,False,Sun Jun 14 15:15:48 CDT 2020,RT @HarleyShah: The British are not a species designed to thrive https://t.co/b16mhcii7i
1173699602685550593,und,729,null,10064,Twitter for iPhone,0,False,False,False,Sun Jun 14 15:15:48 CDT 2020,@taylorjhugh https://t.co/yR8JHGneY4
1271787145938776064,ar,44,null,7,Twitter for iPhone,0,False,False,False,Sun Jun 14 15:15:48 CDT 2020,سهرات بدبي💞عجمان💞 فل سكس💞وناسه💞دلع💕 رقص❤️مص لحس يخبل❤️مساج كامل💕بنات صغار🥰للتواصل فديتكم❤️ +971 50 977 6305 https://t.co/H7rnNtxLHH
2828523094,pt,408,null,276,Twitter for Android,0,False,False,False,Sun Jun 14 15:15:48 CDT 2020,"Conseguiram fazer uma luta agitada com uma mina q usa sniper, parabéns https://t.co/cGNSwML4u4"
1244046167278747650,und,384,United States,24,Twitter for iPhone,0,False,False,False,Sun Jun 14 15:15:48 CDT 2020,https://t.co/oiepmuiSpT
1263543965879619591,ar,2,null,16,Twitter for iPhone,0,False,False,False,Sun Jun 14 15:15:16 CDT 2020,ى
1252192877905666051,pl,860,you so cute,720,Twitter for Android,0,False,False,False,Sun Jun 14 15:15:16 CDT 2020,"Dobranoc skarby wy moje!!💜
Wyśpijcie się!!💜"
405057970,es,162,null,181,Twitter for iPhone,0,False,True,False,Sun Jun 14 15:15:16 CDT 2020,RT @sussierave: qué se sentirá tener amigos que le den a uno la misma importancia que uno les da
1263048960018649089,tr,97,null,37,Twitter for Android,0,False,True,False,Sun Jun 14 15:15:16 CDT 2020,"RT @sedakeles23: Tapu gibi sağlam” ifadesine dayanarak @tkgmgovtr ‘ye sağlam bir atama,, bekliyoruz. 25.000’i aşkın #emlakveemlakyönetimi m…"
2301833526,es,356,"Albacete, España",531,Twitter for Android,0,False,False,False,Sun Jun 14 15:15:16 CDT 2020,Que pereza
1225352539387748353,en,3302,"Mumbai, India",3375,Cheap Bots,0,False,False,False,Sun Jun 14 15:15:16 CDT 2020,1000+ FOLLOWERS Instantly !! ? Retweet and Drop your handles!!! 🚤
1272239529546694663,pt,49,null,0,Twitter for Android,0,False,False,False,Sun Jun 14 15:15:16 CDT 2020,@sarah_sarda @wendsilva11 @__ketry @PocMenLgbt @luisasonza Não mais é bom lembrar e desconfiar né more.
1175377040247336960,pt,118,null,77,Twitter for Android,0,False,False,False,Sun Jun 14 15:15:16 CDT 2020,@borges_pastora Nada e nem #NinguemDerrubaBolsonaro
1240289847224524801,und,1267,Jazan,2843,Twitter Web App,0,False,False,False,Sun Jun 14 15:15:16 CDT 2020,@0__xii @eiip_00
3401491060,tr,499,null,228,Twitter for Android,0,False,True,False,Sun Jun 14 15:15:16 CDT 2020,RT @ke_rtitap_h: kardeşlerimle dans keyfi diyelim @EnzoUfuk @ilkutaygokboru @Turkish_Eagle10 @Ceng_valery https://t.co/QgzyNRC0Qu
1149146162361798656,ja,377,null,43,Twitter for iPad,0,False,True,False,Sun Jun 14 15:15:16 CDT 2020,RT @Shin_kurose: 辻元氏の「悪口言ったら撃ち殺す」発言に「大阪ではよくあるジョークだ！」と言う人がいますが、そんな事はありません。本当に撃ち殺す覚悟のある人間しかそんな事を言ってはいけないのが大阪です。
1007360432678621184,fr,350,null,267,Twitter for iPhone,0,False,True,False,Sun Jun 14 15:15:16 CDT 2020,RT @lolachn16: je rt très très fort
1259451001406468097,es,282,𝒊𝒏 𝒂 𝒈𝒂𝒍𝒂𝒙𝒚 ...,214,Twitter for Android,0,False,False,False,Sun Jun 14 15:15:16 CDT 2020,"@Beskar_Hunter Oh, no es para tanto. Cualquiera lo hubiese hecho en mi lugar, estoy seguro"
2911275529,pt,240,Bangu zona oes7e,260,Twitter for Android,0,False,True,False,Sun Jun 14 15:15:16 CDT 2020,"RT @QuebrandoOTabu: “Fakenews não é crime” - Brasil, 2020. https://t.co/6yCsVqSW6k"
3205972451,es,294,Argentina,1126,Twitter for Android,0,False,False,False,Sun Jun 14 15:15:16 CDT 2020,"@kyssyy_ Te quedo perfecto, graciasss"
1092129422470070272,tl,338,null,47,Twitter for Android,0,False,True,False,Sun Jun 14 15:15:16 CDT 2020,RT @jensen0458: High school p lang ata ako nto masrap p dn💪💪👌 https://t.co/QBaHOTG2R4
3207822107,fr,642,M'Sallah (près de Laeken),545,Twitter for Android,0,False,False,False,Sun Jun 14 15:15:16 CDT 2020,@maghrxbia Tu me cha3al toi aussi
1255695029508534275,ja,37,関東,34,Twitter for iPhone,0,False,False,False,Sun Jun 14 15:15:16 CDT 2020,@e9uall どうせなら1番いいのお願いしたいですね！
761413625689112576,pt,486,Angra dos Reis 🏝,998,Twitter for iPhone,0,False,False,False,Sun Jun 14 15:15:16 CDT 2020,"@Gugaa97 Qual foi que é o amigo deu o pprt aí, tá cego ?"
2442141130,en,122,Philadelphia ,194,Twitter for iPhone,0,False,False,False,Sun Jun 14 15:15:16 CDT 2020,"Whenever Laila wishes on a wishy she always wishes she could get me, her and her dog selah a big house with a pool and tent 🥺"
880797516,pt,403,"Euclides da Cunha, BA - Brasil",192,Twitter for Android,0,False,True,False,Sun Jun 14 15:15:16 CDT 2020,RT @blogdojefferson: Ouçam o que diz o Jurista Modesto Carvalhosa sobre o Supremo. https://t.co/EQy75IHUIt
359608163,pt,349,null,149,Twitcom - Comunidades ,0,False,False,False,Sun Jun 14 15:15:16 CDT 2020,seu perfil foi visto por 3 pessoas nas últimas 2 horas https://t.co/qSj1Kp4vkL
1592274824,en,427,null,247,Twitter Web App,0,False,True,False,Sun Jun 14 15:15:16 CDT 2020,"RT @PPFA: The fights for LGBTQ+ rights, reproductive rights, and racial justice are linked. We’re commited to building a world where everyo…"
949730367422058497,en,788,blm,1141,Twitter for iPhone,0,False,False,False,Sun Jun 14 15:15:16 CDT 2020,@canyonshabit i cant stand it
1252981566411685892,en,130,null,6,Twitter for Android,0,False,False,False,Sun Jun 14 15:15:16 CDT 2020,"@itsSSR @mastercardindia @ICICIBank I don't know who teased you .
But I know that you can not do this"
147131852,de,320,Hamburg,3395,Twitter for Android,0,False,False,False,Sun Jun 14 15:15:16 CDT 2020,"@plushy_cat Man sieht es ja kommen, die ganze Folge über. Bloß dass es wirklich passiert, hätte ich nicht zu hoffen gewagt..."
954133747921809408,en,658,"South Carolina, USA",12,Twitter for Android,0,False,False,False,Sun Jun 14 15:15:16 CDT 2020,@milkinhisbag happy birthday Tracey
2747461086,en,3900,texas. ,5713,Twitter for iPhone,0,False,True,False,Sun Jun 14 15:15:16 CDT 2020,RT @mtaylo_: @_maiayoung these photos should be in the next history textbook
269995625,en,227,null,533,Twitter for iPhone,0,False,True,False,Sun Jun 14 15:15:16 CDT 2020,"RT @papachacha23: If you're in my area, here are some Black-owned businesses you can help support. https://t.co/fvgoshJdQ3"
1242930544863838210,pt,74,null,9,Twitter Web App,0,False,False,False,Sun Jun 14 15:15:16 CDT 2020,"@gazetadopovo O povo (de ambos os lados) cansa de participar dessa palhaçada todo domingo!!! 
Trabalhar normalmente ainda não está podendo né?
Mas participar dessa bagunça constantemente é normal."
2708578758,en,1537,"Mingus, Texas",591,Twitter for iPhone,0,False,True,False,Sun Jun 14 15:15:16 CDT 2020,RT @fallawaybandito: if lesbians can control themselves when girls are wearing revealing clothes but guys can’t maybe the problem is not th…
1152239005,en,65,null,298,Twitter for iPhone,0,False,False,False,Sun Jun 14 15:15:16 CDT 2020,"also it's fucked up, but do u realize there's been astonishingly more police brutality since we started protesting against police brutality & black lives? absurd. defund the police!"
1252821039588839424,en,38,null,3,Twitter for iPhone,0,False,True,False,Sun Jun 14 15:15:16 CDT 2020,RT @its__Dej: When they made Breonna Taylor’s law but didn’t arrest the cops that killed her.
1906163863,en,614,Bay Area,668,Twitter for iPhone,0,False,True,False,Sun Jun 14 15:15:16 CDT 2020,RT @kissmequann: Black homeless lives matter. Black trans lives matters. Black gay lives matter. Black incarcerated lives matter. It’s all…
940950289,en,109, 🇦🇺 | 🇱🇰,761,Twitter for Android,0,False,True,False,Sun Jun 14 15:15:16 CDT 2020,"RT @iandmypoodle: Imagine the level of pain a person must have gone through within to prefer physical pain over it. 
Take #depression serio…"
828713565536260097,iw,238,null,71,Twitter Web App,0,False,False,False,Sun Jun 14 15:15:16 CDT 2020,מערכת החינוך הישראלית מלאה פרצופים אנרכיסטים כאלה
1101971643382091778,eu,425,con los pies en el suelo,474,Twitter for iPhone,0,False,False,False,Sun Jun 14 15:15:16 CDT 2020,OSTIA
1022236167301988353,ar,398,"El Qaliobia, Egypt",790,Twitter for Android,0,False,False,False,Sun Jun 14 15:15:16 CDT 2020,ياريت نفهم بقي...
1053348252584685569,und,482,null,1642,Twitter Web App,0,False,True,False,Sun Jun 14 15:15:16 CDT 2020,RT @nebicimis: #SahneYiğidonun https://t.co/lgdgHZxRD3
1250231924347600897,en,43,null,2,Twitter for iPhone,0,False,False,False,Sun Jun 14 15:15:16 CDT 2020,"COLORS COLORS COLORS, 
I’m just a Yahme walking, 
talking about the Yaholy Yahoo Spirit, seeking the Yahngels again, 
seeking the Yahmiracles again,
Yahme Yahyou Yahothers,

Yahnder I Wander but Yahfonder I grow with Yaheaven as I walk the Yahvegetarian way
Colors Colors Colors,"
515617643,en,541,"Yorkshire and The Humber, Engl",5666,Twitter for Android,0,False,False,False,Sun Jun 14 15:15:16 CDT 2020,"Me too John it would tear them apart from top to bottom,  hence why doncaster and Celtic are on board with reconstruction suddenly"
1237039700818440194,es,4662,null,4533,Twitter for Android,0,False,True,False,Sun Jun 14 15:15:16 CDT 2020,"RT @viejozorro2020: Estuvimos investigando quien es,... pero nadie la conoce. Los Justos."
915282576952233985,tr,429,"Şişli, İstanbul",454,Twitter for Android,0,False,False,False,Sun Jun 14 15:15:16 CDT 2020,Nokta... bitmiştir...
1243085219667812359,ru,109,null,34,Plume for Android,0,False,True,False,Sun Jun 14 15:15:16 CDT 2020,"RT @5AllanLeVito: А Филатов помнит, как САМ в интересах ИВК запускал fake news про ""собрание тайной ложи порохоботов""?))
С видео, на к-ром…"
2208179985,es,647,"Guayama, Puerto Rico",829,Twitter for iPhone,0,False,False,False,Sun Jun 14 15:15:16 CDT 2020,es tu mirada quien me pone bellaco
362905252,ar,1520, Sweet kuwait,1536,Twitter for Android,0,False,False,False,Sun Jun 14 15:15:16 CDT 2020,"على مجلس الوزراء اصدار قرار بطرد النواب ومناديبهم

حتى لا ينجبر المواطن باختيارهم ويتمننون عليه بالمعاملة

النتخابات عالابواب
آن الاوان لاصدار قرارات تنعش العمل الديموقراطي"
792909703,und,5538,"Resistance, USA",5952,Twitter for iPhone,0,False,False,False,Sun Jun 14 15:15:15 CDT 2020,@realDonaldTrump #ObamaDayJune14th #HappyBirthdayObama https://t.co/sTeQwh5DC8
109620531,en,59,null,253,Twitter for Android,0,False,True,False,Sun Jun 14 15:15:15 CDT 2020,RT @brrii_1: Cant wait to have a little dumby like thisss
2945744037,tr,610,null,390,Twitter Web App,0,False,False,False,Sun Jun 14 15:15:15 CDT 2020,"Seyr-i Siyer - 10 | Sizden Gelenler | Dr. Reşit Haylamaz, Ali Demirel https://t.co/bvAnPPq65N via @YouTube"
848440858261078017,und,92,null,88,Twitter for iPhone,0,True,False,False,Sun Jun 14 15:15:15 CDT 2020,@ZX_SHUNPON2 @ZX_SHUNPON https://t.co/L23A0DPvIo
1242628958274945026,fr,355,"93🇫🇷, Kayseri🇹🇷",318,Twitter for iPhone,0,True,False,False,Sun Jun 14 15:15:15 CDT 2020,Genre sur ca y'a rien ? https://t.co/ENOpvdfDxT
325679109,en,3849,Somewhere in Slatport City,1978,Twitter for Android,0,True,False,False,Sun Jun 14 15:15:15 CDT 2020,Back to the app..that looks great btw https://t.co/XsKZfOYGhV
1219129876889899008,ht,384,Toman,1401,Twitter for Android,0,False,False,False,Sun Jun 14 15:14:57 CDT 2020,@k4gzi Lmaoooooo😭😭😭
1436783034,en,2597,leading.,2607,Twitter for iPhone,0,False,True,False,Sun Jun 14 15:14:57 CDT 2020,RT @MNELIAA: 24 storeys. 129 flats. Three years later you still want us to believe that only 72 lives perished. I’ll never get my head arou…
741942265,ar,581,null,4425,Twitter for iPhone,0,False,False,False,Sun Jun 14 15:14:56 CDT 2020,@iKhledz69 احبك هههههههههههههههههههههههههههههههههههههههههههههههههههه
2364959612,en,247,Ucsb,233,Twitter for iPhone,0,False,True,False,Sun Jun 14 15:14:56 CDT 2020,RT @local__celeb: i’m awake at 3 am and i just want everyone to know what gen z says about millennials on tiktok..... https://t.co/zduy5QmB…
3355012347,en,48648,Global,58118,Twitter for Android,0,False,True,False,Sun Jun 14 15:14:58 CDT 2020,RT @4AQuotes: The simplest way to stay happy is to let go of everything that makes you sad.
1276575828,en,5001,Lax & pugs & craps !,2758,Twitter for iPhone,0,False,True,False,Sun Jun 14 15:14:58 CDT 2020,"RT @TowerForPA: As the Pennsylvania Director of @FreedomFdtn, I'm working to reverse the stranglehold government unions have on our state a…"
